/home/amavorpa/Escaping-Stochastic-Traps-With-Aleatoric-Mapping-Agents/rl-starter/src/scripts/train.py --algo a2c --visualizing False --normalise_rewards True --env MiniGrid-KeyCorridorS6R3-v0 --model frames_8_noisy_tv_False_curiosity_True_uncertainty_True_random_seed_85_coefficient_0.0005_MiniGrid-KeyCorridorS6R3-v0 --save-interval 2000 --frames 50000 --seed 85 --uncertainty True --noisy_tv False --curiosity True --randomise_env False --environment_seed 85 --icm_lr 0.001 --reward_weighting 0.1 --frames_before_reset 8

Namespace(algo='a2c', batch_size=256, clip_eps=0.2, curiosity='True', discount=0.99, entropy_coef=0.01, env='MiniGrid-KeyCorridorS6R3-v0', environment_seed='85', epochs=4, frames=50000, frames_before_reset='8', frames_per_proc=None, gae_lambda=0.95, icm_lr='0.001', log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model='frames_8_noisy_tv_False_curiosity_True_uncertainty_True_random_seed_85_coefficient_0.0005_MiniGrid-KeyCorridorS6R3-v0', noisy_tv='False', normalise_rewards='True', optim_alpha=0.99, optim_eps=1e-08, procs=16, randomise_env='False', recurrence=1, reward_weighting='0.1', save_interval=2000, seed=85, text=False, uncertainty='True', uncertainty_budget=1, value_loss_coef=0.5, visualizing='False')

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=64, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=64, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 000128 | FPS 0054 | D 2 | rR:μσmM -0.04 0.05 -0.12 0.03 | F:μσmM 8.0 0.0 8.0 8.0 | H -0.006 | V 0.029 | pL 2.375
U 2 | F 000256 | FPS 0177 | D 3 | rR:μσmM -0.04 0.11 -0.26 0.11 | F:μσmM 8.0 0.0 8.0 8.0 | H -0.005 | V 0.024 | pL 3.000
U 3 | F 000384 | FPS 0159 | D 3 | rR:μσmM 0.06 0.09 -0.16 0.20 | F:μσmM 8.0 0.0 8.0 8.0 | H 0.007 | V 0.020 | pL 4.125
U 4 | F 000512 | FPS 0183 | D 4 | rR:μσmM 0.04 0.06 -0.07 0.14 | F:μσmM 8.0 0.0 8.0 8.0 | H 0.006 | V 0.017 | pL 5.000
U 5 | F 000640 | FPS 0165 | D 5 | rR:μσmM 0.09 0.10 -0.04 0.41 | F:μσmM 8.0 0.0 8.0 8.0 | H 0.011 | V 0.015 | pL 5.000
U 6 | F 000768 | FPS 0200 | D 6 | rR:μσmM 0.13 0.08 -0.05 0.27 | F:μσmM 8.0 0.0 8.0 8.0 | H 0.016 | V 0.010 | pL 5.000
U 7 | F 000896 | FPS 0182 | D 6 | rR:μσmM 0.18 0.09 0.06 0.35 | F:μσmM 8.0 0.0 8.0 8.0 | H 0.023 | V 0.008 | pL 5.000
U 8 | F 001024 | FPS 0176 | D 7 | rR:μσmM 0.20 0.11 0.09 0.51 | F:μσmM 8.0 0.0 8.0 8.0 | H 0.025 | V 0.009 | pL 5.000
U 9 | F 001152 | FPS 0188 | D 8 | rR:μσmM -0.01 0.08 -0.13 0.20 | F:μσmM 8.0 0.0 8.0 8.0 | H -0.001 | V 0.012 | pL 5.000
U 10 | F 001280 | FPS 0199 | D 8 | rR:μσmM -0.09 0.17 -0.35 0.31 | F:μσmM 8.0 0.0 8.0 8.0 | H -0.011 | V 0.014 | pL 5.000
U 11 | F 001408 | FPS 0142 | D 9 | rR:μσmM -0.14 0.12 -0.43 0.09 | F:μσmM 8.0 0.0 8.0 8.0 | H -0.017 | V 0.014 | pL 5.625
U 12 | F 001536 | FPS 0171 | D 10 | rR:μσmM -0.16 0.16 -0.40 0.22 | F:μσmM 8.0 0.0 8.0 8.0 | H -0.021 | V 0.014 | pL 7.000
U 13 | F 001664 | FPS 0189 | D 11 | rR:μσmM -0.17 0.11 -0.34 0.05 | F:μσmM 8.0 0.0 8.0 8.0 | H -0.022 | V 0.014 | pL 7.000
